bloomberg_ticker,yahoo,data_provider,signals_ticker
PMO LN,,eodhd,PMO.LSE
PSPN SW,PSPN.SW,eodhd,PSPN.SW
VAH AU,,eodhd,VAH.AU
MS IM,,eodhd,MS.MI
1211 HK,1211.HK,eodhd,1211.HK
JANX US,JANX,eodhd,JANX.US
ADEX US,,eodhd,ADEX.US
TET CN,,eodhd,TET.TO
VALN SW,VALN.SW,eodhd,VALN.SW
000830 KS,,eodhd,000830.KQ
RHC AU,RHC.AX,eodhd,RHC.AU
NZR NZ,,yahoo,
JNS US,,eodhd,JNS.US
LEVE3 BZ,LEVE3.SA,eodhd,LEVE3.SA
3608 JP,,yahoo,
LSS US,,eodhd,LSS.US
OPC CN,,eodhd,OPC.CN
ASAME NO,,eodhd,ASAME.OL
WAF GR,WAF.DE,eodhd,WAF.XETRA
ATCX US,ATCX,eodhd,ATCX.US
2313 TT,2313.TW,eodhd,2313.TW
DTL AU,DTL.AX,eodhd,DTL.AU
OL IM,,eodhd,OL.MI
LTG PM,,eodhd,LTG.PSE
ASETEK NO,,eodhd,ASETEK.OL
080160 KS,080160.KQ,eodhd,080160.KQ
5938 JP,5938.T,yahoo,5938.T
ANSS US,ANSS,eodhd,ANSS.US
WJA CN,,eodhd,WJA.TO
19 HK,0019.HK,eodhd,0019.HK
CKCM US,,eodhd,CKCM.US
HRG CN,,eodhd,HRG.TO
MOCORP FH,MOCORP.HE,eodhd,MOCORP.HE
3880 JP,3880.T,yahoo,3880.T
909 HK,0909.HK,eodhd,0909.HK
2605 TT,,eodhd,2605.TW
SCIO US,,eodhd,SCIO.US
BRDS US,BRDS,eodhd,BRDS.US
6767 JP,,yahoo,
VANS US,,eodhd,VANS.US
ARES US,ARES,eodhd,ARES.US
CBZ US,CBZ,eodhd,CBZ.US
TRMP US,,eodhd,TRMP.US
4753 JP,,yahoo,
EASI US,,eodhd,EASI.US
CEB PM,,eodhd,CEB.PSE
6120 TT,,eodhd,6120.TW
CTV US,,eodhd,CTV.US
2142 HK,2142.HK,eodhd,2142.HK
USM US,USM,eodhd,USM.US
ALTG US,ALTG,eodhd,ALTG.US
MRG SS,,eodhd,MRG.ST
CHFN US,,eodhd,CHFN.US
ICP LN,ICP.L,eodhd,ICP.LSE
ANDR AV,ANDR.VI,eodhd,ANDR.VI
SHYF US,SHYF,eodhd,SHYF.US
XCUR US,,eodhd,XCUR.US
YMAB US,YMAB,eodhd,YMAB.US
AGG LN,,eodhd,AGG.LSE
GLYN US,,eodhd,GLYN.US
SDH MK,,eodhd,SDH.KLSE
MIME US,,eodhd,MIME.US
AKSO NO,AKSO.OL,eodhd,AKSO.OL
9142 JP,9142.T,yahoo,9142.T
8341 JP,,yahoo,
LXK US,,eodhd,LXK.US
AMSTL NA,,eodhd,AMSTL.AS
EME US,EME,eodhd,EME.US
PNCL US,,eodhd,PNCL.US
FLTR ID,,eodhd,FLTR.IR
BIVN US,,eodhd,BIVN.US
THRAN DC,,eodhd,THRAN.CO
UCG IM,UCG.MI,eodhd,UCG.MI
AE IM,,eodhd,AE.MI
MRN FP,,eodhd,MRN.PA
UVN US,,eodhd,UVN.US
017810 KS,,eodhd,017810.KQ
7898 JP,,yahoo,
ABF LN,ABF.L,eodhd,ABF.LSE
563 HK,,eodhd,0563.HK
9869 HK,9869.HK,eodhd,9869.HK
AER US,AER,eodhd,AER.US
INET US,,eodhd,INET.US
CLL CN,,eodhd,CLL.TO
RIGS US,,eodhd,RIGS.US
2834 TT,,eodhd,2834.TW
BTSM LN,,eodhd,BTSM.LSE
MORPOL NO,,eodhd,MORPOL.OL
FHB US,FHB,eodhd,FHB.US
TRE SM,TRE.MC,eodhd,TRE.MC
ADUS US,ADUS,eodhd,ADUS.US
OSUR US,OSUR,eodhd,OSUR.US
6302 JP,6302.T,yahoo,6302.T
EURX US,,eodhd,EURX.US
6395 JP,6395.T,yahoo,6395.T
SNDE US,,eodhd,SNDE.US
MCOVB SS,MCOV-B.ST,eodhd,MCOV-B.ST
IVL TB,,eodhd,IVL.BK
REG LN,,eodhd,REG.LSE
DDD US,DDD,eodhd,DDD.US
RAIVV FH,,eodhd,RAIVV.HE
298050 KS,298050.KS,eodhd,298050.KO
1304 TT,1304.TW,eodhd,1304.TW
RNG CN,,eodhd,RNG.V
007700 KS,,eodhd,007700.KQ
SOMA3 BZ,SOMA3.SA,eodhd,SOMA3.SA
UWL AU,UWL.AX,eodhd,UWL.AU
NRC NO,,eodhd,NRC.OL
ARAV US,,eodhd,ARAV.US
CLA FP,,eodhd,CLA.PA
QGEN US,QGEN,eodhd,QGEN.US
MC FP,MC.PA,eodhd,MC.PA
LWSA3 BZ,LWSA3.SA,eodhd,LWSA3.SA
INDI US,INDI,eodhd,INDI.US
STMB MK,,eodhd,STMB.KLSE
PEBO US,PEBO,eodhd,PEBO.US
035420 KS,035420.KS,eodhd,035420.KQ
3092 JP,3092.T,yahoo,3092.T
UBX US,,eodhd,UBX.US
SFIX US,SFIX,eodhd,SFIX.US
GNTA US,,eodhd,GNTA.US
SWEDA SS,SWED-A.ST,eodhd,SWED-A.ST
TXTR US,,eodhd,TXTR.US
005300 KS,005300.KS,eodhd,005300.KQ
003450 KS,,eodhd,003450.KQ
KALU US,KALU,eodhd,KALU.US
APLS US,APLS,eodhd,APLS.US
2772 HK,2772.HK,eodhd,2772.HK
DXCM US,DXCM,eodhd,DXCM.US
GMG LN,,eodhd,GMG.LSE
PEG US,PEG,eodhd,PEG.US
113 HK,,eodhd,0113.HK
DTSI US,,eodhd,DTSI.US
D1912B DC,,eodhd,D1912B.CO
ISEE US,ISEE,eodhd,ISEE.US
1969 JP,1969.T,yahoo,1969.T
REH AU,REH.AX,eodhd,REH.AU
SUSQ US,,eodhd,SUSQ.US
067990 KS,,eodhd,067990.KQ
8258 JP,,yahoo,
BEAM US,BEAM,eodhd,BEAM.US
7242 JP,,yahoo,
PHA US,,eodhd,PHA.US
BHI US,,eodhd,BHI.US
2034 TT,,eodhd,2034.TW
ACM LN,,eodhd,ACM.LSE
EXL LN,,eodhd,EXL.LSE
IBIO US,,eodhd,IBIO.US
287410 KS,,eodhd,287410.KQ
AUXL US,,eodhd,AUXL.US
AH US,,eodhd,AH.US
TTSH US,,eodhd,TTSH.US
CXSE3 BZ,CXSE3.SA,eodhd,CXSE3.SA
IMPN SW,,eodhd,IMPN.SW
NVR LN,,eodhd,NVR.LSE
SNWL US,,eodhd,SNWL.US
1451 TT,,eodhd,1451.TW
041830 KS,,eodhd,041830.KQ
AUW LN,,eodhd,AUW.LSE
BATRK US,BATRK,eodhd,BATRK.US
DPL US,,eodhd,DPL.US
CPJ US,,eodhd,CPJ.US
FUQI US,,eodhd,FUQI.US
2614 TT,,eodhd,2614.TW
CHH US,CHH,eodhd,CHH.US
UTF LN,,eodhd,UTF.LSE
011170 KS,011170.KS,eodhd,011170.KQ
SUNL US,SUNL,eodhd,SUNL.US
CSII US,CSII,eodhd,CSII.US
ARIS IM,ARIS.MI,eodhd,ARIS.MI
NTUS US,,eodhd,NTUS.US
TMCI US,TMCI,eodhd,TMCI.US
ATML US,,eodhd,ATML.US
2535 TT,,eodhd,2535.TW
9694 JP,,yahoo,
ZIGO US,,eodhd,ZIGO.US
6166 TT,,eodhd,6166.TW
GMB MK,,eodhd,GMB.KLSE
BLUE US,BLUE,eodhd,BLUE.US
NAPA US,NAPA,eodhd,NAPA.US
AMH US,,eodhd,AMH.US
KEYN US,,eodhd,KEYN.US
KWKA US,,eodhd,KWKA.US
SCL US,SCL,eodhd,SCL.US
XGN US,,eodhd,XGN.US
GNDI3 BZ,,eodhd,GNDI3.SA
7541 JP,,yahoo,
TITN US,TITN,eodhd,TITN.US
PRMW US,PRMW,eodhd,PRMW.US
SC CN,,eodhd,SC.TO
SABA US,,eodhd,SABA.US
SIA CN,SIA.TO,eodhd,SIA.TO
AMWL US,AMWL,eodhd,AMWL.US
IBLA SM,,eodhd,IBLA.MC
AMATA TB,,eodhd,AMATA.BK
TRMDA DC,TRMD-A.CO,eodhd,TRMDA.CO
NVGS US,NVGS,eodhd,NVGS.US
KITE US,,eodhd,KITE.US
ESI CN,,eodhd,ESI.TO
MDRX US,MDRX,eodhd,MDRX.US
MTROSDBB SS,,eodhd,MTROSDBB.ST
HHFA GR,HHFA.DE,eodhd,HHFA.XETRA
FEOR SP,,eodhd,FEOR.SG
FUBC US,,eodhd,FUBC.US
6871 JP,6871.T,yahoo,6871.T
CRG IM,,eodhd,CRG.MI
CBG LN,CBG.L,eodhd,CBG.LSE
9502 JP,9502.T,yahoo,9502.T
GNOM/2 US,,eodhd,GNOM.US
9921 TT,9921.TW,eodhd,9921.TW
ATX US,,eodhd,ATX.US
PBKS US,,eodhd,PBKS.US
CPFE3 BZ,CPFE3.SA,eodhd,CPFE3.SA
RSG AU,,eodhd,RSG.AU
IIP US,,eodhd,IIP.US
BIG FP,,eodhd,BIG.PA
SRE US,SRE,eodhd,SRE.US
015750 KS,,eodhd,015750.KQ
JMT TB,,eodhd,JMT.BK
CIBUS SS,,eodhd,CIBUS.ST
214370 KS,,eodhd,214370.KQ
2330 TT,2330.TW,eodhd,2330.TW
A009970 KS,,eodhd,009970.KQ
2911 TT,,eodhd,2911.TW
049520 KS,,eodhd,049520.KQ
ZLAB US,ZLAB,eodhd,ZLAB.US
GFSA3 BZ,,eodhd,GFSA3.SA
9065 JP,9065.T,yahoo,9065.T
9418 JP,9418.T,yahoo,9418.T
1444 TT,,eodhd,1444.TW
CPWM US,,eodhd,CPWM.US
ELOS US,,eodhd,ELOS.US
BWNG LN,,eodhd,BWNG.LSE
DRI GY,,ignore,
BL US,BL,eodhd,BL.US
001540 KS,,eodhd,001540.KQ
ORES SS,,eodhd,ORES.ST
HOFI SS,,eodhd,HOFI.ST
LPLA US,LPLA,eodhd,LPLA.US
TISI US,,eodhd,TISI.US
INVX US,,eodhd,INVX.US
CGL AU,,eodhd,CGL.AU
C US,C,eodhd,C.US
HER IM,HER.MI,eodhd,HER.MI
TESO US,,eodhd,TESO.US
ALR PW,,eodhd,ALR.WAR
SAKN SW,,eodhd,SAKN.SW
ATRO US,,eodhd,ATRO.US
5949 JP,5949.T,yahoo,5949.T
PCO PW,PCO.WA,eodhd,PCO.WAR
9990 JP,,yahoo,
6883 JP,,yahoo,
EPEX US,,eodhd,EPEX.US
JDW LN,JDW.L,eodhd,JDW.LSE
ORON SW,,eodhd,ORON.SW
HGIC US,,eodhd,HGIC.US
HY US,HY,eodhd,HY.US
000660 KS,000660.KS,eodhd,000660.KQ
425 HK,0425.HK,eodhd,0425.HK
6993 HK,6993.HK,eodhd,6993.HK
CG US,CG,eodhd,CG.US
ORC SS,,eodhd,ORC.ST
RRGB US,,eodhd,RRGB.US
CVAC US,CVAC,eodhd,CVAC.US
CHG US,,eodhd,CHG.US
2009 HK,2009.HK,eodhd,2009.HK
FDP US,FDP,eodhd,FDP.US
PRSC US,,eodhd,PRSC.US
BVS US,BVS,eodhd,BVS.US
KNDL US,,eodhd,KNDL.US
874 HK,0874.HK,eodhd,0874.HK
HOG US,HOG,eodhd,HOG.US
SVRA US,,eodhd,SVRA.US
APPN US,APPN,eodhd,APPN.US
6077 JP,,yahoo,
6617 JP,,yahoo,
TRGP US,TRGP,eodhd,TRGP.US
MFT NZ,,yahoo,
OMTR US,,eodhd,OMTR.US
A048870 KS,,eodhd,048870.KQ
1338 TT,,eodhd,1338.TW
UCBH US,,eodhd,UCBH.US
CSNA3 BZ,CSNA3.SA,eodhd,CSNA3.SA
LMCA US,,eodhd,LMCA.US
HA US,HA,eodhd,HA.US
1330 HK,,eodhd,1330.HK
HOMS US,,eodhd,HOMS.US
CLNX SM,CLNX.MC,eodhd,CLNX.MC
MGR AU,,eodhd,MGR.AU
54 HK,,eodhd,0054.HK
3452 TT,,eodhd,3452.TWO
TWKS US,TWKS,eodhd,TWKS.US
SIL FP,,eodhd,SIL.PA
8031 JP,8031.T,yahoo,8031.T
7513 JP,,yahoo,
DUFN SW,DUFN.SW,eodhd,DUFN.SW
SFG DC,,eodhd,SFG.CO
IBE SM,IBE.MC,eodhd,IBE.MC
MRNA US,MRNA,eodhd,MRNA.US
004490 KS,,eodhd,004490.KQ
PFGI US,,eodhd,PFGI.US
FCN US,FCN,eodhd,FCN.US
SALE US,,eodhd,SALE.US
PGEN US,PGEN,eodhd,PGEN.US
064760 KS,064760.KQ,eodhd,064760.KQ
SCLN US,,eodhd,SCLN.US
ALN1V FH,,eodhd,ALN1V.HE
2323 TT,,eodhd,2323.TW
AX US,AX,eodhd,AX.US
DFH US,DFH,eodhd,DFH.US
EID US,,eodhd,EID.US
6282 TT,,eodhd,6282.TW
CFB US,CFB,eodhd,CFB.US
6902 JP,6902.T,yahoo,6902.T
HLA SP,,eodhd,HLA.SG
347 HK,0347.HK,eodhd,0347.HK
LPMA US,,eodhd,LPMA.US
SRBNK NO,SRBNK.OL,eodhd,SRBNK.OL
2229 JP,2229.T,yahoo,2229.T
867 HK,0867.HK,eodhd,0867.HK
CAH NZ,,yahoo,
MRH US,,eodhd,MRH.US
4835 JP,,yahoo,
GXL AU,,eodhd,GXL.AU
NH US,,eodhd,NH.US
ZIGGO NA,,eodhd,ZIGGO.AS
COM7 TB,,eodhd,COM7.BK
EMIS US,,eodhd,EMIS.US
012990 KS,,eodhd,012990.KQ
GIL CN,GIL.TO,eodhd,GIL.TO
WOW US,WOW,eodhd,WOW.US
8016 JP,,yahoo,
KFI US,,eodhd,KFI.US
CWT US,CWT,eodhd,CWT.US
SIG LN,,eodhd,SIG.LSE
TCO US,,eodhd,TCO.US
MAX US,MAX,eodhd,MAX.US
AXP CN,,eodhd,AXP.TO
NOG US,NOG,eodhd,NOG.US
006380 KS,,eodhd,006380.KQ
FLYW US,FLYW,eodhd,FLYW.US
KFRC US,KFRC,eodhd,KFRC.US
MSFT US,MSFT,eodhd,MSFT.US
165 HK,0165.HK,eodhd,0165.HK
9302 JP,,yahoo,
IRIS US,,eodhd,IRIS.US
BSMXB MF,,eodhd,BSMXB.MX
3704 TT,,eodhd,3704.TW
HEI GR,HEI.DE,eodhd,HEI.XETRA
CWEN/A US,,eodhd,CWEN-A.US
YDKN US,,eodhd,YDKN.US
BGN IM,BGN.MI,eodhd,BGN.MI
UBM LN,,eodhd,UBM.LSE
TPI SM,,eodhd,TPI.MC
STGS US,,eodhd,STGS.US
016420 KS,,eodhd,016420.KQ
3407 JP,3407.T,yahoo,3407.T
966 HK,0966.HK,eodhd,0966.HK
TBPH US,TBPH,eodhd,TBPH.US
FSL US,,eodhd,FSL.US
1477 TT,1477.TW,eodhd,1477.TW
OBNK US,OBNK,eodhd,OBNK.US
1905 TT,,eodhd,1905.TW
001430 KS,,eodhd,001430.KQ
ONCO3 BZ,,eodhd,ONCO3.SA
IONS US,IONS,eodhd,IONS.US
MYCR SS,,eodhd,MYCR.ST
TCL AU,TCL.AX,eodhd,TCL.AU
CBI US,,eodhd,CBI.US
3012 TT,,eodhd,3012.TWO
SPRO US,,eodhd,SPRO.US
4599 JP,,yahoo,
3218 TT,3218.TWO,eodhd,3218.TWO
YRI CN,YRI.TO,eodhd,YRI.TO
RALY US,,eodhd,RALY.US
VINC US,,eodhd,VINC.US
AFN CN,,eodhd,AFN.TO
ADNC US,,eodhd,ADNC.US
JDO AU,JDO.AX,eodhd,JDO.AU
6857 JP,6857.T,yahoo,6857.T
AMRN US,AMRN,eodhd,AMRN.US
LZ US,LZ,eodhd,LZ.US
EE US,,eodhd,EE.US
NSR US,,eodhd,NSR.US
DUD PW,,eodhd,DUD.WAR
NWPX US,NWPX,eodhd,NWPX.US
000060 KS,000060.KS,eodhd,000060.KQ
STGT TB,,eodhd,STGT.BK
EPL US,,eodhd,EPL.US
3605 JP,,yahoo,
AAC AU,,eodhd,AAC.AU
SAE GR,SAE.DE,eodhd,SAE.XETRA
SLCE3 BZ,SLCE3.SA,eodhd,SLCE3.SA
TSKB TI,,eodhd,TSKB.IS
WNS US,WNS,eodhd,WNS.US
ML CN,,eodhd,ML.V
078930 KS,078930.KS,eodhd,078930.KQ
NWC CN,NWC.TO,eodhd,NWC.TO
BDFE US,,eodhd,BDFE.US
7262 JP,,yahoo,
006730 KS,,eodhd,006730.KQ
8519 JP,,yahoo,
GAM SW,,eodhd,GAM.SW
MRF SJ,,eodhd,MRF.JSE
DPB GR,,eodhd,DPB.STU
LW US,LW,eodhd,LW.US
MDKA IJ,,eodhd,MDKA.JK
ATAI US,ATAI,eodhd,ATAI.US
KLK MK,2445.KL,eodhd,2445.KLSE
CRD/B US,,eodhd,CRD-B.US
095610 KS,095610.KQ,eodhd,095610.KQ
MDT US,MDT,eodhd,MDT.US
CSH-U CN,CSH-UN.TO,eodhd,CSH-UN.TO
UEL AU,,eodhd,UEL.AU
KNSY US,,eodhd,KNSY.US
DIS IM,,eodhd,DIS.MI
PRVB US,PRVB,eodhd,PRVB.US
TGMA3 BZ,,eodhd,TGMA3.SA
RVLV US,RVLV,eodhd,RVLV.US
2889 TT,,eodhd,2889.TW
OYST US,,eodhd,OYST.US
AXYS US,,eodhd,AXYS.US
FWM US,,eodhd,FWM.US
LPX US,LPX,eodhd,LPX.US
RGP US,,eodhd,RGP.US
SHAW US,,eodhd,SHAW.US
AD US,,eodhd,AD.US
CNO US,CNO,eodhd,CNO.US
2174 JP,,yahoo,
WDFC US,WDFC,eodhd,WDFC.US
9716 JP,9716.T,yahoo,9716.T
ATD CN,ATD.TO,eodhd,ATD.TO
LXRX US,LXRX,eodhd,LXRX.US
HNST US,HNST,eodhd,HNST.US
XRIT US,,eodhd,XRIT.US
FL US,FL,eodhd,FL.US
6839 JP,,yahoo,
IRF US,,eodhd,IRF.US
COR IM,,eodhd,COR.MI
IDBD IT,,eodhd,IDBD.TA
IP US,IP,eodhd,IP.US
051600 KS,051600.KS,eodhd,051600.KQ
MOBN SW,,eodhd,MOBN.SW
SAABB SS,SAAB-B.ST,eodhd,SAAB-B.ST
FEC CN,,eodhd,FEC.TO
PTNR IT,,eodhd,PTNR.TA
NHH SM,,eodhd,NHH.MC
9504 JP,9504.T,yahoo,9504.T
CMTL US,CMTL,eodhd,CMTL.US
6301 JP,6301.T,yahoo,6301.T
ERC AU,,eodhd,ERC.AU
8929 JP,,yahoo,
3913 HK,3913.HK,eodhd,3913.HK
TSS US,,eodhd,TSS.US
SWFT US,,eodhd,SWFT.US
OME US,,eodhd,OME.US
HITT US,,eodhd,HITT.US
GMAB DC,GMAB.CO,eodhd,GMAB.CO
2670 JP,2670.T,yahoo,2670.T
4483 JP,4483.T,yahoo,4483.T
ATO US,ATO,eodhd,ATO.US
272 HK,,eodhd,0272.HK
CTWS US,,eodhd,CTWS.US
MCH US,,eodhd,MCH.US
REC BB,REC.BR,eodhd,REC.BR
CORA NA,,eodhd,CORA.AS
8924 TT,,eodhd,8924.TWO
8830 JP,8830.T,yahoo,8830.T
QQ/ LN,QQ.L,eodhd,QQ.LSE
AGU CN,,eodhd,AGU.TO
014900 KS,,eodhd,014900.KQ
KJC MK,,eodhd,KJC.KLSE
LSG CN,,eodhd,LSG.TO
SAT DC,,eodhd,SAT.CO
115390 KS,,eodhd,115390.KO
ALARK TI,,eodhd,ALARK.IS
AIR FP,AIR.PA,eodhd,AIR.PA
FLT US,FLT,eodhd,FLT.US
LSIP IJ,,eodhd,LSIP.JK
JELN SW,,eodhd,JELN.SW
TFG SJ,TFG.JO,eodhd,TFG.JSE
KTOS US,KTOS,eodhd,KTOS.US
036930 KS,,eodhd,036930.KQ
BMRN US,BMRN,eodhd,BMRN.US
BALL US,BLL,eodhd,BALL.US
SNSS US,,eodhd,SNSS.US
GAC CN,,eodhd,GAC.TO
5AB GR,,eodhd,5AB.F
CMA US,CMA,eodhd,CMA.US
KEX US,KEX,eodhd,KEX.US
OPNT US,,eodhd,OPNT.US
FGXI US,,eodhd,FGXI.US
VTYX US,VTYX,eodhd,VTYX.US
CZZ GR,,eodhd,CZZ.XETRA
GMR US,,eodhd,GMR.US
9044 JP,,yahoo,
AEE US,AEE,eodhd,AEE.US
PRAI US,,eodhd,PRAI.US
CRBN NA,CRBN.AS,eodhd,CRBN.AS
353200 KS,353200.KS,eodhd,353200.KQ
DSG CN,DSG.TO,eodhd,DSG.TO
BETSB SS,,eodhd,BETS-B.ST
SHL AU,SHL.AX,eodhd,SHL.AU
GPS FP,,eodhd,GPS.PA
PUBM US,PUBM,eodhd,PUBM.US
SLP US,SLP,eodhd,SLP.US
EMP PM,,eodhd,EMP.PSE
BCAB US,,eodhd,BCAB.US
ORI US,,eodhd,ORI.US
TT/ LN,,eodhd,TT.LSE
2338 HK,2338.HK,eodhd,2338.HK
SCHA NO,SCHA.OL,eodhd,SCHA.OL
IGMS US,IGMS,eodhd,IGMS.US
MOH GA,,eodhd,MOH.AT
RAH US,,eodhd,RAH.US
PNB PM,,eodhd,PNB.PSE
SMWH LN,SMWH.L,eodhd,SMWH.LSE
KAREX MK,,eodhd,KAREX.KLSE
ANAD US,,eodhd,ANAD.US
PATK US,PATK,eodhd,PATK.US
NENTB SS,,eodhd,NENTB.ST
RIN AU,,eodhd,RIN.AU
AFRM US,AFRM,eodhd,AFRM.US
CEI US,,eodhd,CEI.US
001250 KS,,eodhd,001250.KQ
257 HK,0257.HK,eodhd,0257.HK
HDU LN,,eodhd,HDU.LSE
FFKT US,,eodhd,FFKT.US
4823 JP,,yahoo,
2386 HK,2386.HK,eodhd,2386.HK
DRH US,,eodhd,DRH.US
CFSI US,,eodhd,CFSI.US
WSFS US,WSFS,eodhd,WSFS.US
BIDI11 BZ,,eodhd,BIDI11.SA
DAO US,DAO,eodhd,DAO.US
GIII US,GIII,eodhd,GIII.US
092730 KS,,eodhd,092730.KQ
8273 JP,8273.T,yahoo,8273.T
ENA PW,ENA.WA,eodhd,ENA.WAR
6099 JP,,yahoo,
ENOC US,,eodhd,ENOC.US
NEWR US,NEWR,eodhd,NEWR.US
DEP GR,,eodhd,DEP.XETRA
NNY CN,,eodhd,NNY.TO
2497 TT,,eodhd,2497.TW
NDSN US,NDSN,eodhd,NDSN.US
ATH CN,ATH.TO,eodhd,ATH.TO
1532 TT,,eodhd,1532.TW
LIO LN,,eodhd,LIO.LSE
MONET CP,,yahoo,
JGS PM,,eodhd,JGS.PSE
HCII US,,eodhd,HCII.US
PVA SM,,eodhd,PVA.MC
6770 TT,6770.TW,eodhd,6770.TW
ITCI US,ITCI,eodhd,ITCI.US
CF US,CF,eodhd,CF.US
FLY FP,,eodhd,FLY.PA
9831 JP,9831.T,yahoo,9831.T
950 HK,,eodhd,0950.HK
TIT IM,TIT.MI,eodhd,TIT.MI
1708 TT,,eodhd,1708.TW
AMS SW,AMS.SW,eodhd,AMS.SW
AFCEE US,,eodhd,AFCEE.US
3635 JP,3635.T,yahoo,3635.T
PPO US,,eodhd,PPO.US
8213 TT,,eodhd,8213.TW
1513 HK,1513.HK,eodhd,1513.HK
QFIN US,QFIN,eodhd,QFIN.US
4028 JP,4028.T,yahoo,4028.T
3056 TW,,ignore,
ZEL NZ,,yahoo,
CURV US,CURV,eodhd,CURV.US
PALM US,,eodhd,PALM.US
ACCS SP,,eodhd,ACCS.SG
3799 HK,3799.HK,eodhd,3799.HK
005930 KS,005930.KS,eodhd,005930.KQ
CHIP SP,,eodhd,CHIP.SG
MOSY US,,eodhd,MOSY.US
001040 KS,001040.KS,eodhd,001040.KQ
BONAVB SS,BONAV-B.ST,eodhd,BONAV-B.ST
MZTF IT,MZTF.TA,eodhd,MZTF.TA
8268 JP,,yahoo,
BRS AU,,eodhd,BRS.AU
MER LN,,eodhd,MER.LSE
SAVA US,SAVA,eodhd,SAVA.US
020150 KS,020150.KS,eodhd,020150.KQ
RFP US,RFP,eodhd,RFP.US
IDC US,,eodhd,IDC.US
5466 TT,,eodhd,5466.TWO
URC PM,,eodhd,URC.PSE
088350 KS,088350.KS,eodhd,088350.KQ
4205 JP,4205.T,yahoo,4205.T
AES US,AES,eodhd,AES.US
4506 JP,4506.T,yahoo,4506.T
BAND US,BAND,eodhd,BAND.US
IYP GR,,eodhd,IYP.F
7611 JP,,yahoo,
AHL US,,eodhd,AHL.US
GNMK US,,eodhd,GNMK.US
TPCO US,,eodhd,TPCO.US
VCYT US,VCYT,eodhd,VCYT.US
INVP SJ,,eodhd,INVP.JSE
BCII US,,eodhd,BCII.US
HSE CN,,eodhd,HSE.TO
BEFB BB,,eodhd,BEFB.BR
KER/U CN,,eodhd,KER/U.TO
AY US,AY,eodhd,AY.US
MCP PL,,eodhd,MCP.LS
7826 JP,7826.T,yahoo,7826.T
CMCX LN,CMCX.L,eodhd,CMCX.LSE
3676 JP,,yahoo,
RECIB SS,,eodhd,RECI-B.ST
BFF IM,BFF.MI,eodhd,BFF.MI
2162 HK,2162.HK,eodhd,2162.HK
SECTB SS,,eodhd,SECT-B.ST
AMIL3 BZ,,eodhd,AMIL3.SA
IGT US,IGT,eodhd,IGT.US
DUOL US,DUOL,eodhd,DUOL.US
MYOG US,,eodhd,MYOG.US
PFD4 GR,,eodhd,PFD4.XETRA
302 US,,eodhd,302.US
BOX US,BOX,eodhd,BOX.US
MNTR US,,eodhd,MNTR.US
ENG US,,eodhd,ENG.US
DCLK US,,eodhd,DCLK.US
DEG AU,DEG.AX,eodhd,DEG.AU
007660 KS,,eodhd,007660.KQ
NCBS US,,eodhd,NCBS.US
8436 TT,8436.TWO,eodhd,8436.TWO
089010 KS,,eodhd,089010.KQ
A036930 KS,,eodhd,036930.KQ
FUEL US,,eodhd,FUEL.US
029460 KS,,eodhd,029460.KQ
SWHC US,,eodhd,SWHC.US
CLGL SP,,eodhd,CLGL.SG
SIR AU,,eodhd,SIR.AU
APR LN,,eodhd,APR.LSE
PCLN US,,eodhd,PCLN.US
5218 JP,,yahoo,
GRA US,,eodhd,GRA.US
CEPH US,,eodhd,CEPH.US
4082 JP,,yahoo,
011200 KS,011200.KS,eodhd,011200.KQ
CGNX US,CGNX,eodhd,CGNX.US
GWO CN,GWO.TO,eodhd,GWO.TO
ASB US,ASB,eodhd,ASB.US
ALV LN,,eodhd,ALV.LSE
EQRX US,EQRX,eodhd,EQRX.US
K US,K,eodhd,K.US
GPRE US,GPRE,eodhd,GPRE.US
MCIP US,,eodhd,MCIP.US
TRMK US,TRMK,eodhd,TRMK.US
JST GR,,eodhd,JST.XETRA
ATZ CN,ATZ.TO,eodhd,ATZ.TO
8184 JP,,yahoo,
1658 HK,1658.HK,eodhd,1658.HK
GRB US,,eodhd,GRB.US
TRZ CN,,eodhd,TRZ.TO
CJESQ US,,eodhd,CJESQ.US
SPX LN,SPX.L,eodhd,SPX.LSE
HEIJM NA,,eodhd,HEIJM.AS
PINF IM,,eodhd,PINF.MI
GTP AU,,eodhd,GTP.AU
DOYU US,DOYU,eodhd,DOYU.US
EXAR US,,eodhd,EXAR.US
CBAN US,CBAN,eodhd,CBAN.US
EURN BB,EURN.BR,eodhd,EURN.BR
RHBBANK MK,1066.KL,eodhd,1066.KLSE
HOPE US,HOPE,eodhd,HOPE.US
6182 JP,,yahoo,
CPF US,,eodhd,CPF.US
AKUS US,,eodhd,AKUS.US
7518 JP,7518.T,yahoo,7518.T
HNT US,,eodhd,HNT.US
SCST US,,eodhd,SCST.US
TPTH US,,eodhd,TPTH.US
030530 KS,,eodhd,030530.KQ
GLE FP,GLE.PA,eodhd,GLE.PA
3231 TT,3231.TW,eodhd,3231.TW
ALZ AU,,eodhd,ALZ.AU
PGI US,,eodhd,PGI.US
4947 TT,,eodhd,4947.TWO
SPM IM,SPM.MI,eodhd,SPM.MI
SKT US,,eodhd,SKT.US
SYNT US,,eodhd,SYNT.US
DAPAI SP,,eodhd,DAPAI.SG
EW US,EW,eodhd,EW.US
